id,teacher,model,input_tokens,output_tokens,hit_token_cap,error,generation_time_s,timestamp
207,gpt4,gpt-5.4,210,213,False,,2.99,2026-05-19T15:51:49.042369+00:00
207,oss,api-gpt-oss-120b,271,558,False,,3.09,2026-05-19T15:51:49.046340+00:00
208,sonnet,claude-sonnet-4-6,300,207,False,,4.09,2026-05-19T15:51:53.739066+00:00
208,gpt4,gpt-5.4,269,189,False,,3.19,2026-05-19T15:51:53.262611+00:00
208,oss,api-gpt-oss-120b,330,472,False,,2.62,2026-05-19T15:51:53.536064+00:00
209,sonnet,claude-sonnet-4-6,386,331,False,,4.69,2026-05-19T15:51:58.644395+00:00
209,gpt4,gpt-5.4,359,304,False,,4.61,2026-05-19T15:51:58.548849+00:00
209,oss,api-gpt-oss-120b,420,505,False,,2.8,2026-05-19T15:51:58.639611+00:00
210,sonnet,claude-sonnet-4-6,340,960,False,,9.04,2026-05-19T15:52:11.339384+00:00
210,gpt4,gpt-5.4,298,636,False,,7.33,2026-05-19T15:52:11.235858+00:00
210,oss,api-gpt-oss-120b,359,2244,False,,12.21,2026-05-19T15:52:11.243468+00:00
211,sonnet,claude-sonnet-4-6,301,1214,False,,17.7,2026-05-19T15:52:46.848450+00:00
211,gpt4,gpt-5.4,275,1270,False,,15.0,2026-05-19T15:52:46.839793+00:00
211,oss,api-gpt-oss-120b,336,5998,False,,35.1,2026-05-19T15:52:46.844028+00:00
212,sonnet,claude-sonnet-4-6,1120,396,False,,6.8,2026-05-19T15:52:53.746713+00:00
212,gpt4,gpt-5.4,930,201,False,,3.1,2026-05-19T15:52:53.739255+00:00
212,oss,api-gpt-oss-120b,991,628,False,,4.89,2026-05-19T15:52:53.742942+00:00
213,sonnet,claude-sonnet-4-6,255,55,False,,2.3,2026-05-19T15:52:56.345642+00:00
213,gpt4,gpt-5.4,231,161,False,,2.5,2026-05-19T15:52:56.338635+00:00
213,oss,api-gpt-oss-120b,292,189,False,,1.19,2026-05-19T15:52:56.341625+00:00
214,sonnet,claude-sonnet-4-6,341,279,False,,4.78,2026-05-19T15:53:01.638388+00:00
214,gpt4,gpt-5.4,305,187,False,,3.5,2026-05-19T15:53:01.246834+00:00
214,oss,api-gpt-oss-120b,366,727,False,,4.0,2026-05-19T15:53:01.363255+00:00
215,sonnet,claude-sonnet-4-6,243,320,False,,5.29,2026-05-19T15:53:07.045275+00:00
215,gpt4,gpt-5.4,217,404,False,,4.8,2026-05-19T15:53:07.038452+00:00
215,oss,api-gpt-oss-120b,278,657,False,,3.61,2026-05-19T15:53:07.041751+00:00
216,sonnet,claude-sonnet-4-6,205,23,False,,1.6,2026-05-19T15:53:08.838284+00:00
216,gpt4,gpt-5.4,181,55,False,,1.36,2026-05-19T15:53:08.738929+00:00
216,oss,api-gpt-oss-120b,242,85,False,,0.6,2026-05-19T15:53:08.744476+00:00
217,sonnet,claude-sonnet-4-6,314,409,False,,4.99,2026-05-19T15:53:15.100433+00:00
217,gpt4,gpt-5.4,284,376,False,,4.59,2026-05-19T15:53:15.037848+00:00
217,oss,api-gpt-oss-120b,345,1123,False,,6.13,2026-05-19T15:53:15.042059+00:00
218,sonnet,claude-sonnet-4-6,227,36,False,,2.11,2026-05-19T15:53:18.043837+00:00
218,gpt4,gpt-5.4,200,117,False,,1.9,2026-05-19T15:53:18.037907+00:00
218,oss,api-gpt-oss-120b,261,518,False,,2.89,2026-05-19T15:53:18.040837+00:00
219,sonnet,claude-sonnet-4-6,239,88,False,,2.2,2026-05-19T15:53:20.545957+00:00
219,gpt4,gpt-5.4,215,144,False,,2.4,2026-05-19T15:53:20.539010+00:00
219,oss,api-gpt-oss-120b,276,232,False,,1.4,2026-05-19T15:53:20.542085+00:00
220,sonnet,claude-sonnet-4-6,348,1037,False,,12.78,2026-05-19T15:53:33.447255+00:00
220,gpt4,gpt-5.4,318,619,False,,7.6,2026-05-19T15:53:33.438688+00:00
220,oss,api-gpt-oss-120b,379,1307,False,,7.6,2026-05-19T15:53:33.442991+00:00
221,sonnet,claude-sonnet-4-6,222,38,False,,1.71,2026-05-18T21:48:44.133310+00:00
221,gpt4,gpt-5.4,201,71,False,,2.08,2026-05-18T21:48:44.124380+00:00
221,oss,api-gpt-oss-120b,262,227,False,,1.54,2026-05-18T21:48:44.128681+00:00
222,sonnet,claude-sonnet-4-6,373,1177,False,,19.4,2026-05-19T15:53:55.938812+00:00
222,gpt4,gpt-5.4,350,870,False,,15.6,2026-05-19T15:53:55.838529+00:00
222,oss,api-gpt-oss-120b,411,3824,False,,22.2,2026-05-19T15:53:55.841971+00:00
223,sonnet,claude-sonnet-4-6,864,625,False,,10.4,2026-05-19T15:54:07.739908+00:00
223,gpt4,gpt-5.4,825,273,False,,3.9,2026-05-19T15:54:07.647461+00:00
223,oss,api-gpt-oss-120b,886,2119,False,,11.51,2026-05-19T15:54:07.651350+00:00
224,sonnet,claude-sonnet-4-6,251,54,False,,1.9,2026-05-19T15:54:10.145716+00:00
224,gpt4,gpt-5.4,225,95,False,,2.3,2026-05-19T15:54:10.139125+00:00
224,oss,api-gpt-oss-120b,286,202,False,,1.2,2026-05-19T15:54:10.142227+00:00
225,sonnet,claude-sonnet-4-6,489,1289,False,,14.3,2026-05-19T15:54:24.568984+00:00
225,gpt4,gpt-5.4,423,625,False,,6.91,2026-05-19T15:54:24.538782+00:00
225,oss,api-gpt-oss-120b,484,2232,False,,12.19,2026-05-19T15:54:24.541867+00:00
226,sonnet,claude-sonnet-4-6,224,85,False,,2.1,2026-05-18T21:48:32.119131+00:00
226,gpt4,gpt-5.4,198,155,False,,4.31,2026-05-18T21:48:31.937690+00:00
226,oss,api-gpt-oss-120b,259,208,False,,1.17,2026-05-18T21:48:32.026324+00:00
227,sonnet,claude-sonnet-4-6,365,186,False,,3.99,2026-05-19T15:54:28.646429+00:00
227,gpt4,gpt-5.4,335,172,False,,2.99,2026-05-19T15:54:28.639106+00:00
227,oss,api-gpt-oss-120b,396,426,False,,2.39,2026-05-19T15:54:28.642679+00:00
228,sonnet,claude-sonnet-4-6,197,54,False,,1.49,2026-05-19T15:54:30.744683+00:00
228,gpt4,gpt-5.4,176,96,False,,1.98,2026-05-19T15:54:30.737822+00:00
228,oss,api-gpt-oss-120b,237,150,False,,0.9,2026-05-19T15:54:30.741163+00:00
229,sonnet,claude-sonnet-4-6,407,1196,False,,17.48,2026-05-19T15:55:02.336788+00:00
229,gpt4,gpt-5.4,362,1962,False,,27.98,2026-05-19T15:55:02.238948+00:00
229,oss,api-gpt-oss-120b,423,5203,False,,31.4,2026-05-19T15:55:02.242103+00:00
230,sonnet,claude-sonnet-4-6,214,156,False,,3.11,2026-05-19T15:55:08.139406+00:00
230,gpt4,gpt-5.4,189,204,False,,3.6,2026-05-19T15:55:07.843925+00:00
230,oss,api-gpt-oss-120b,250,936,False,,5.4,2026-05-19T15:55:08.036724+00:00
231,sonnet,claude-sonnet-4-6,240,608,False,,6.3,2026-05-19T15:55:17.147868+00:00
231,gpt4,gpt-5.4,219,592,False,,6.93,2026-05-19T15:55:17.138913+00:00
231,oss,api-gpt-oss-120b,280,1507,False,,8.8,2026-05-19T15:55:17.143297+00:00
232,sonnet,claude-sonnet-4-6,280,64,False,,2.0,2026-05-19T15:55:19.247236+00:00
232,gpt4,gpt-5.4,247,82,False,,1.91,2026-05-19T15:55:19.239029+00:00
232,oss,api-gpt-oss-120b,308,205,False,,1.2,2026-05-19T15:55:19.243094+00:00
233,sonnet,claude-sonnet-4-6,470,333,False,,4.9,2026-05-19T15:55:25.239579+00:00
233,gpt4,gpt-5.4,418,373,False,,5.7,2026-05-19T15:55:25.138672+00:00
233,oss,api-gpt-oss-120b,479,496,False,,2.9,2026-05-19T15:55:25.142502+00:00
234,sonnet,claude-sonnet-4-6,253,86,False,,1.99,2026-05-19T15:55:28.042885+00:00
234,gpt4,gpt-5.4,221,133,False,,2.56,2026-05-19T15:55:27.845530+00:00
234,oss,api-gpt-oss-120b,282,233,False,,1.39,2026-05-19T15:55:27.946767+00:00
235,sonnet,claude-sonnet-4-6,372,1384,False,,19.3,2026-05-19T15:55:47.546592+00:00
235,gpt4,gpt-5.4,342,1054,False,,13.8,2026-05-19T15:55:47.539521+00:00
235,oss,api-gpt-oss-120b,403,1878,False,,10.7,2026-05-19T15:55:47.542863+00:00
236,sonnet,claude-sonnet-4-6,348,75,False,,2.29,2026-05-19T15:55:50.648402+00:00
236,gpt4,gpt-5.4,302,156,False,,2.8,2026-05-19T15:55:50.442615+00:00
236,oss,api-gpt-oss-120b,363,193,False,,1.2,2026-05-19T15:55:50.545327+00:00
237,sonnet,claude-sonnet-4-6,240,57,False,,1.6,2026-05-19T15:55:53.440453+00:00
237,gpt4,gpt-5.4,216,105,False,,2.3,2026-05-19T15:55:53.146044+00:00
237,oss,api-gpt-oss-120b,277,254,False,,1.5,2026-05-19T15:55:53.336559+00:00
238,sonnet,claude-sonnet-4-6,341,389,False,,4.98,2026-05-19T15:55:58.545521+00:00
238,gpt4,gpt-5.4,295,362,False,,3.9,2026-05-19T15:55:58.538176+00:00
238,oss,api-gpt-oss-120b,356,869,False,,4.8,2026-05-19T15:55:58.541784+00:00
239,sonnet,claude-sonnet-4-6,328,424,False,,6.8,2026-05-19T15:56:06.146667+00:00
239,gpt4,gpt-5.4,293,345,False,,4.59,2026-05-19T15:56:06.138249+00:00
239,oss,api-gpt-oss-120b,354,1370,False,,7.5,2026-05-19T15:56:06.142599+00:00
240,sonnet,claude-sonnet-4-6,539,300,False,,5.3,2026-05-19T15:56:11.546623+00:00
240,gpt4,gpt-5.4,459,233,False,,3.59,2026-05-19T15:56:11.539174+00:00
240,oss,api-gpt-oss-120b,520,727,False,,4.1,2026-05-19T15:56:11.542821+00:00
241,sonnet,claude-sonnet-4-6,360,1465,False,,20.59,2026-05-19T15:56:32.248381+00:00
241,gpt4,gpt-5.4,323,561,False,,6.89,2026-05-19T15:56:32.239014+00:00
241,oss,api-gpt-oss-120b,384,1792,False,,9.79,2026-05-19T15:56:32.243519+00:00
242,sonnet,claude-sonnet-4-6,421,1398,False,,16.4,2026-05-19T15:56:52.446087+00:00
242,gpt4,gpt-5.4,359,393,False,,5.59,2026-05-19T15:56:52.438100+00:00
242,oss,api-gpt-oss-120b,420,3416,False,,20.0,2026-05-19T15:56:52.442095+00:00
243,sonnet,claude-sonnet-4-6,367,173,False,,3.5,2026-05-19T15:56:56.723021+00:00
243,gpt4,gpt-5.4,324,234,False,,3.59,2026-05-19T15:56:56.713784+00:00
243,oss,api-gpt-oss-120b,385,516,False,,4.12,2026-05-19T15:56:56.718654+00:00
244,sonnet,claude-sonnet-4-6,321,606,False,,8.5,2026-05-19T15:57:21.237066+00:00
244,gpt4,gpt-5.4,287,1094,False,,13.6,2026-05-19T15:57:21.143088+00:00
244,oss,api-gpt-oss-120b,348,4388,False,,24.31,2026-05-19T15:57:21.147926+00:00
245,sonnet,claude-sonnet-4-6,249,20,False,,1.29,2026-05-19T15:57:23.251780+00:00
245,gpt4,gpt-5.4,227,67,False,,1.99,2026-05-19T15:57:23.245064+00:00
245,oss,api-gpt-oss-120b,288,94,False,,0.56,2026-05-19T15:57:23.248479+00:00
246,sonnet,claude-sonnet-4-6,298,103,False,,2.13,2026-05-19T15:57:25.539527+00:00
246,gpt4,gpt-5.4,254,89,False,,1.8,2026-05-19T15:57:25.466684+00:00
246,oss,api-gpt-oss-120b,315,171,False,,0.99,2026-05-19T15:57:25.470935+00:00
247,sonnet,claude-sonnet-4-6,351,538,False,,6.99,2026-05-19T15:57:32.636256+00:00
247,gpt4,gpt-5.4,313,368,False,,4.79,2026-05-19T15:57:32.539153+00:00
247,oss,api-gpt-oss-120b,374,999,False,,6.09,2026-05-19T15:57:32.543255+00:00
248,sonnet,claude-sonnet-4-6,341,1110,False,,21.3,2026-05-19T15:58:01.560267+00:00
248,gpt4,gpt-5.4,316,1990,False,,28.5,2026-05-19T15:58:01.346346+00:00
248,oss,api-gpt-oss-120b,377,3145,False,,17.05,2026-05-19T15:58:01.441525+00:00
249,sonnet,claude-sonnet-4-6,297,925,False,,11.19,2026-05-19T15:58:15.644821+00:00
249,gpt4,gpt-5.4,272,571,False,,6.71,2026-05-19T15:58:15.637400+00:00
249,oss,api-gpt-oss-120b,333,2512,False,,13.88,2026-05-19T15:58:15.640814+00:00
250,sonnet,claude-sonnet-4-6,312,1241,False,,23.6,2026-05-19T15:58:49.636111+00:00
250,gpt4,gpt-5.4,282,1471,False,,23.4,2026-05-19T15:58:49.250951+00:00
250,oss,api-gpt-oss-120b,343,6105,False,,33.49,2026-05-19T15:58:49.381614+00:00
251,sonnet,claude-sonnet-4-6,208,72,False,,2.05,2026-05-19T15:58:53.235909+00:00
251,gpt4,gpt-5.4,185,175,False,,3.35,2026-05-19T15:58:53.138773+00:00
251,oss,api-gpt-oss-120b,246,281,False,,1.6,2026-05-19T15:58:53.142709+00:00
252,sonnet,claude-sonnet-4-6,250,59,False,,2.09,2026-05-19T15:58:55.437740+00:00
252,gpt4,gpt-5.4,225,59,False,,1.7,2026-05-19T15:58:55.338645+00:00
252,oss,api-gpt-oss-120b,286,193,False,,1.09,2026-05-19T15:58:55.343664+00:00
253,sonnet,claude-sonnet-4-6,597,1109,False,,11.09,2026-05-18T21:45:44.539744+00:00
253,gpt4,gpt-5.4,523,830,False,,10.89,2026-05-18T21:45:44.439151+00:00
253,oss,api-gpt-oss-120b,584,2010,False,,13.49,2026-05-18T21:45:44.444134+00:00
254,sonnet,claude-sonnet-4-6,553,426,False,,6.87,2026-05-19T15:59:02.345777+00:00
254,gpt4,gpt-5.4,461,295,False,,3.7,2026-05-19T15:59:02.337934+00:00
254,oss,api-gpt-oss-120b,522,660,False,,4.69,2026-05-19T15:59:02.342306+00:00
255,sonnet,claude-sonnet-4-6,989,1212,False,,18.38,2026-05-19T15:59:20.837587+00:00
255,gpt4,gpt-5.4,952,240,False,,3.58,2026-05-19T15:59:20.739547+00:00
255,oss,api-gpt-oss-120b,1013,2422,False,,14.78,2026-05-19T15:59:20.744101+00:00
256,sonnet,claude-sonnet-4-6,337,74,False,,1.79,2026-05-19T15:59:23.649109+00:00
256,gpt4,gpt-5.4,302,121,False,,2.79,2026-05-19T15:59:23.640035+00:00
256,oss,api-gpt-oss-120b,363,171,False,,0.99,2026-05-19T15:59:23.644429+00:00
257,sonnet,claude-sonnet-4-6,424,358,False,,7.01,2026-05-19T15:59:30.844758+00:00
257,gpt4,gpt-5.4,385,280,False,,3.9,2026-05-19T15:59:30.837538+00:00
257,oss,api-gpt-oss-120b,446,425,False,,2.34,2026-05-19T15:59:30.840727+00:00
258,sonnet,claude-sonnet-4-6,518,709,False,,9.3,2026-05-19T15:59:42.241688+00:00
258,gpt4,gpt-5.4,456,665,False,,7.15,2026-05-19T15:59:42.140423+00:00
258,oss,api-gpt-oss-120b,517,2036,False,,11.2,2026-05-19T15:59:42.237831+00:00
259,sonnet,claude-sonnet-4-6,508,78,False,,3.27,2026-05-19T15:59:45.646529+00:00
259,gpt4,gpt-5.4,454,137,False,,3.09,2026-05-19T15:59:45.637589+00:00
259,oss,api-gpt-oss-120b,515,311,False,,1.9,2026-05-19T15:59:45.641991+00:00
260,sonnet,claude-sonnet-4-6,290,93,False,,2.49,2026-05-19T15:59:48.238892+00:00
260,gpt4,gpt-5.4,255,98,False,,2.4,2026-05-19T15:59:48.141363+00:00
260,oss,api-gpt-oss-120b,316,251,False,,1.4,2026-05-19T15:59:48.145404+00:00
261,sonnet,claude-sonnet-4-6,205,69,False,,2.24,2026-05-19T15:59:50.849097+00:00
261,gpt4,gpt-5.4,181,138,False,,2.46,2026-05-19T15:59:50.838271+00:00
261,oss,api-gpt-oss-120b,242,247,False,,1.4,2026-05-19T15:59:50.843573+00:00
262,sonnet,claude-sonnet-4-6,403,162,False,,2.88,2026-05-19T15:59:54.646917+00:00
262,gpt4,gpt-5.4,350,220,False,,3.78,2026-05-19T15:59:54.639447+00:00
262,oss,api-gpt-oss-120b,411,230,False,,1.31,2026-05-19T15:59:54.643174+00:00
263,sonnet,claude-sonnet-4-6,308,200,False,,3.0,2026-05-19T15:59:59.946881+00:00
263,gpt4,gpt-5.4,280,406,False,,5.1,2026-05-19T15:59:59.939109+00:00
263,oss,api-gpt-oss-120b,341,913,False,,5.2,2026-05-19T15:59:59.943061+00:00
264,sonnet,claude-sonnet-4-6,246,82,False,,1.92,2026-05-19T16:00:02.443094+00:00
264,gpt4,gpt-5.4,222,125,False,,2.29,2026-05-19T16:00:02.341415+00:00
264,oss,api-gpt-oss-120b,283,253,False,,1.59,2026-05-19T16:00:02.438997+00:00
265,sonnet,claude-sonnet-4-6,321,198,False,,4.9,2026-05-19T16:00:08.043988+00:00
265,gpt4,gpt-5.4,292,93,False,,2.2,2026-05-19T16:00:07.535685+00:00
265,oss,api-gpt-oss-120b,353,226,False,,1.4,2026-05-19T16:00:07.762008+00:00
266,sonnet,claude-sonnet-4-6,709,1374,False,,21.7,2026-05-19T16:01:10.441100+00:00
266,gpt4,gpt-5.4,672,330,False,,5.0,2026-05-19T16:01:10.050519+00:00
266,oss,api-gpt-oss-120b,733,10494,False,,61.5,2026-05-19T16:01:10.241388+00:00
267,sonnet,claude-sonnet-4-6,1497,460,False,,7.6,2026-05-19T16:01:22.645863+00:00
267,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053be1d0 state=finished raised RateLimitError>],1779206482.64,2026-05-19T16:01:22.638576+00:00
267,oss,api-gpt-oss-120b,1367,960,False,,5.3,2026-05-19T16:01:22.641985+00:00
268,sonnet,claude-sonnet-4-6,323,99,False,,2.21,2026-05-19T16:01:33.939193+00:00
268,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bda50 state=finished raised RateLimitError>],1779206493.71,2026-05-19T16:01:33.740462+00:00
268,oss,api-gpt-oss-120b,343,293,False,,1.89,2026-05-19T16:01:33.840038+00:00
269,sonnet,claude-sonnet-4-6,433,584,False,,8.9,2026-05-19T16:01:45.042749+00:00
269,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0546a0d0 state=finished raised RateLimitError>],1779206504.94,2026-05-19T16:01:44.939427+00:00
269,oss,api-gpt-oss-120b,440,954,False,,6.6,2026-05-19T16:01:44.946268+00:00
270,sonnet,claude-sonnet-4-6,253,175,False,,3.4,2026-05-19T16:01:56.345840+00:00
270,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bf2d0 state=finished raised RateLimitError>],1779206516.34,2026-05-19T16:01:56.338372+00:00
270,oss,api-gpt-oss-120b,291,995,False,,5.44,2026-05-19T16:01:56.342255+00:00
271,sonnet,claude-sonnet-4-6,223,130,False,,5.19,2026-05-19T16:02:07.339794+00:00
271,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530dcd0 state=finished raised RateLimitError>],1779206527.14,2026-05-19T16:02:07.144320+00:00
271,oss,api-gpt-oss-120b,256,384,False,,2.32,2026-05-19T16:02:07.242170+00:00
272,sonnet,claude-sonnet-4-6,281,127,False,,2.9,2026-05-19T16:02:18.436427+00:00
272,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530d8d0 state=finished raised RateLimitError>],1779206538.34,2026-05-19T16:02:18.338425+00:00
272,oss,api-gpt-oss-120b,305,367,False,,2.49,2026-05-19T16:02:18.341204+00:00
273,sonnet,claude-sonnet-4-6,338,288,False,,4.37,2026-05-19T16:02:29.642267+00:00
273,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530df50 state=finished raised RateLimitError>],1779206549.44,2026-05-19T16:02:29.440666+00:00
273,oss,api-gpt-oss-120b,346,386,False,,2.36,2026-05-19T16:02:29.543283+00:00
274,sonnet,claude-sonnet-4-6,897,1168,False,,16.89,2026-05-19T16:02:50.346226+00:00
274,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0531fed0 state=finished raised RateLimitError>],1779206560.41,2026-05-19T16:02:50.338851+00:00
274,oss,api-gpt-oss-120b,921,3721,False,,20.58,2026-05-19T16:02:50.342002+00:00
275,sonnet,claude-sonnet-4-6,241,1226,False,,20.9,2026-05-19T16:03:11.345285+00:00
275,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bc250 state=finished raised RateLimitError>],1779206581.28,2026-05-19T16:03:11.338589+00:00
275,oss,api-gpt-oss-120b,280,1335,False,,7.9,2026-05-19T16:03:11.341597+00:00
276,sonnet,claude-sonnet-4-6,305,308,False,,4.49,2026-05-19T16:03:22.845200+00:00
276,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b05469ad0 state=finished raised RateLimitError>],1779206602.64,2026-05-19T16:03:22.644088+00:00
276,oss,api-gpt-oss-120b,335,590,False,,3.35,2026-05-19T16:03:22.750730+00:00
277,sonnet,claude-sonnet-4-6,259,155,False,,3.49,2026-05-19T16:03:34.048535+00:00
277,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0546a250 state=finished raised RateLimitError>],1779206614.04,2026-05-19T16:03:34.039538+00:00
277,oss,api-gpt-oss-120b,294,405,False,,2.66,2026-05-19T16:03:34.044145+00:00
278,sonnet,claude-sonnet-4-6,214,82,False,,2.69,2026-05-19T16:03:45.244982+00:00
278,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bf9d0 state=finished raised RateLimitError>],1779206625.19,2026-05-19T16:03:45.237905+00:00
278,oss,api-gpt-oss-120b,251,365,False,,2.5,2026-05-19T16:03:45.240597+00:00
279,sonnet,claude-sonnet-4-6,692,457,False,,5.28,2026-05-19T16:03:56.835476+00:00
279,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053b0dd0 state=finished raised RateLimitError>],1779206636.24,2026-05-19T16:03:56.336268+00:00
279,oss,api-gpt-oss-120b,666,1255,False,,7.1,2026-05-19T16:03:56.435847+00:00
280,sonnet,claude-sonnet-4-6,457,518,False,,7.29,2026-05-19T16:04:08.049464+00:00
280,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530ead0 state=finished raised RateLimitError>],1779206648.04,2026-05-19T16:04:08.038942+00:00
280,oss,api-gpt-oss-120b,460,1555,False,,8.59,2026-05-19T16:04:08.042821+00:00
281,sonnet,claude-sonnet-4-6,342,718,False,,8.8,2026-05-19T16:04:19.144531+00:00
281,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530e7d0 state=finished raised RateLimitError>],1779206659.04,2026-05-19T16:04:19.043911+00:00
281,oss,api-gpt-oss-120b,352,1542,False,,8.5,2026-05-19T16:04:19.056256+00:00
282,sonnet,claude-sonnet-4-6,261,246,False,,4.79,2026-05-18T21:47:46.774549+00:00
282,gpt4,gpt-5.4,225,95,False,,1.68,2026-05-18T21:47:46.624485+00:00
282,oss,api-gpt-oss-120b,286,412,False,,2.26,2026-05-18T21:47:46.690382+00:00
283,sonnet,claude-sonnet-4-6,315,47,False,,1.99,2026-05-19T16:04:30.246852+00:00
283,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530c650 state=finished raised RateLimitError>],1779206670.24,2026-05-19T16:04:30.238804+00:00
283,oss,api-gpt-oss-120b,353,171,False,,1.3,2026-05-19T16:04:30.242635+00:00
284,sonnet,claude-sonnet-4-6,273,1377,False,,20.01,2026-05-19T16:05:00.948555+00:00
284,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0596dd50 state=finished raised RateLimitError>],1779206681.44,2026-05-19T16:05:00.939459+00:00
284,oss,api-gpt-oss-120b,312,5558,False,,30.6,2026-05-19T16:05:00.943362+00:00
285,sonnet,claude-sonnet-4-6,258,1204,False,,17.69,2026-05-19T16:06:34.844635+00:00
285,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bead0 state=finished raised RateLimitError>],1779206711.84,2026-05-19T16:06:34.647383+00:00
285,oss,api-gpt-oss-120b,295,15307,False,,93.59,2026-05-19T16:06:34.743349+00:00
286,sonnet,claude-sonnet-4-6,306,820,False,,9.97,2026-05-19T16:06:45.946521+00:00
286,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bded0 state=finished raised RateLimitError>],1779206805.94,2026-05-19T16:06:45.938623+00:00
286,oss,api-gpt-oss-120b,341,1139,False,,6.81,2026-05-19T16:06:45.942174+00:00
287,sonnet,claude-sonnet-4-6,383,340,False,,4.9,2026-05-19T16:06:56.964904+00:00
287,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053bcbd0 state=finished raised RateLimitError>],1779206816.94,2026-05-19T16:06:56.941706+00:00
287,oss,api-gpt-oss-120b,404,767,False,,4.3,2026-05-19T16:06:56.950371+00:00
288,sonnet,claude-sonnet-4-6,373,617,False,,8.09,2026-05-19T16:07:08.045294+00:00
288,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530f450 state=finished raised RateLimitError>],1779206828.04,2026-05-19T16:07:08.038245+00:00
288,oss,api-gpt-oss-120b,397,1152,False,,6.88,2026-05-19T16:07:08.041082+00:00
289,sonnet,claude-sonnet-4-6,314,133,False,,2.49,2026-05-19T16:07:18.846628+00:00
289,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530d150 state=finished raised RateLimitError>],1779206838.84,2026-05-19T16:07:18.838689+00:00
289,oss,api-gpt-oss-120b,350,354,False,,1.99,2026-05-19T16:07:18.842236+00:00
290,sonnet,claude-sonnet-4-6,375,631,False,,9.78,2026-05-19T16:07:30.139525+00:00
290,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530d150 state=finished raised RateLimitError>],1779206850.04,2026-05-19T16:07:30.039397+00:00
290,oss,api-gpt-oss-120b,388,989,False,,6.03,2026-05-19T16:07:30.043066+00:00
291,sonnet,claude-sonnet-4-6,245,121,False,,2.49,2026-05-19T16:07:41.043647+00:00
291,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0530ddd0 state=finished raised RateLimitError>],1779206860.99,2026-05-19T16:07:41.037779+00:00
291,oss,api-gpt-oss-120b,286,485,False,,2.89,2026-05-19T16:07:41.040203+00:00
292,sonnet,claude-sonnet-4-6,225,295,False,,3.79,2026-05-19T16:07:51.855638+00:00
292,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b053c2bd0 state=finished raised RateLimitError>],1779206871.74,2026-05-19T16:07:51.741634+00:00
292,oss,api-gpt-oss-120b,261,622,False,,5.38,2026-05-19T16:07:51.840666+00:00
293,sonnet,claude-sonnet-4-6,237,119,False,,2.7,2026-05-19T16:08:02.939161+00:00
293,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b05469cd0 state=finished raised RateLimitError>],1779206882.84,2026-05-19T16:08:02.838960+00:00
293,oss,api-gpt-oss-120b,272,428,False,,2.51,2026-05-19T16:08:02.842769+00:00
294,sonnet,claude-sonnet-4-6,294,90,False,,2.75,2026-05-19T16:08:14.137552+00:00
294,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b05454350 state=finished raised RateLimitError>],1779206894.04,2026-05-19T16:08:14.037845+00:00
294,oss,api-gpt-oss-120b,321,460,False,,2.62,2026-05-19T16:08:14.041333+00:00
295,sonnet,claude-sonnet-4-6,341,1044,False,,10.66,2026-05-19T16:08:26.744363+00:00
295,gpt4,gpt-5.4,0,0,False,RetryError[<Future at 0x7f2b0546a0d0 state=finished raised RateLimitError>],1779206905.34,2026-05-19T16:08:26.638110+00:00
295,oss,api-gpt-oss-120b,371,2137,False,,12.4,2026-05-19T16:08:26.646463+00:00
296,sonnet,claude-sonnet-4-6,334,454,False,,6.1,2026-05-19T16:08:37.550616+00:00
