id,teacher,model,input_tokens,output_tokens,hit_token_cap,error,generation_time_s,timestamp
458,gpt4,gpt-5.4,274,849,False,,14.7,2026-05-19T22:36:32.746782+00:00
458,oss,api-gpt-oss-120b,335,5667,False,,41.6,2026-05-19T22:36:32.940368+00:00
459,sonnet,claude-sonnet-4-6,401,246,False,,3.55,2026-05-19T22:36:36.039484+00:00
459,gpt4,gpt-5.4,347,193,False,,2.6,2026-05-19T22:36:35.845703+00:00
459,oss,api-gpt-oss-120b,408,383,False,,2.41,2026-05-19T22:36:35.959264+00:00
460,sonnet,claude-sonnet-4-6,400,328,False,,4.41,2026-05-19T22:36:39.948552+00:00
460,gpt4,gpt-5.4,364,210,False,,3.1,2026-05-19T22:36:39.340698+00:00
460,oss,api-gpt-oss-120b,425,429,False,,3.0,2026-05-19T22:36:39.943913+00:00
461,sonnet,claude-sonnet-4-6,336,349,False,,5.38,2026-05-18T21:48:55.846630+00:00
461,gpt4,gpt-5.4,306,309,False,,5.2,2026-05-18T21:48:55.823258+00:00
461,oss,api-gpt-oss-120b,367,442,False,,2.43,2026-05-18T21:48:55.837337+00:00
462,sonnet,claude-sonnet-4-6,302,150,False,,2.9,2026-05-19T22:35:16.020896+00:00
462,gpt4,gpt-5.4,263,279,False,,3.8,2026-05-19T22:35:15.844132+00:00
462,oss,api-gpt-oss-120b,324,518,False,,4.69,2026-05-19T22:35:15.952003+00:00
463,sonnet,claude-sonnet-4-6,452,302,False,,5.6,2026-05-19T22:35:23.546012+00:00
463,gpt4,gpt-5.4,404,246,False,,3.4,2026-05-19T22:35:23.537054+00:00
463,oss,api-gpt-oss-120b,465,900,False,,7.21,2026-05-19T22:35:23.541375+00:00
464,sonnet,claude-sonnet-4-6,1153,222,False,,3.61,2026-05-19T22:35:28.037899+00:00
464,gpt4,gpt-5.4,1004,290,False,,3.68,2026-05-19T22:35:27.939445+00:00
464,oss,api-gpt-oss-120b,1065,610,False,,4.3,2026-05-19T22:35:27.943953+00:00
465,sonnet,claude-sonnet-4-6,323,408,False,,6.39,2026-05-19T22:35:38.836561+00:00
465,gpt4,gpt-5.4,296,470,False,,5.61,2026-05-19T22:35:38.738817+00:00
465,oss,api-gpt-oss-120b,357,1329,False,,10.6,2026-05-19T22:35:38.743321+00:00
466,sonnet,claude-sonnet-4-6,243,42,False,,1.6,2026-05-19T22:35:41.547952+00:00
466,gpt4,gpt-5.4,219,129,False,,2.39,2026-05-19T22:35:41.242081+00:00
466,oss,api-gpt-oss-120b,280,217,False,,1.4,2026-05-19T22:35:41.346896+00:00
467,sonnet,claude-sonnet-4-6,618,605,False,,8.3,2026-05-19T22:35:50.037165+00:00
467,gpt4,gpt-5.4,548,466,False,,5.7,2026-05-19T22:35:49.939324+00:00
467,oss,api-gpt-oss-120b,609,759,False,,4.99,2026-05-19T22:35:49.943698+00:00
468,sonnet,claude-sonnet-4-6,427,336,False,,5.0,2026-05-19T22:35:59.948510+00:00
468,gpt4,gpt-5.4,392,301,False,,3.93,2026-05-19T22:35:59.939637+00:00
468,oss,api-gpt-oss-120b,453,914,False,,9.8,2026-05-19T22:35:59.943824+00:00
469,sonnet,claude-sonnet-4-6,543,642,False,,9.12,2026-05-18T21:49:25.117386+00:00
469,gpt4,gpt-5.4,463,447,False,,6.22,2026-05-18T21:49:25.108177+00:00
469,oss,api-gpt-oss-120b,524,831,False,,7.93,2026-05-18T21:49:25.112405+00:00
470,sonnet,claude-sonnet-4-6,370,270,False,,5.0,2026-05-19T22:36:08.344649+00:00
470,gpt4,gpt-5.4,319,362,False,,4.2,2026-05-19T22:36:08.145038+00:00
470,oss,api-gpt-oss-120b,380,978,False,,8.09,2026-05-19T22:36:08.253281+00:00
471,sonnet,claude-sonnet-4-6,333,465,False,,6.4,2026-05-19T22:36:18.047145+00:00
471,gpt4,gpt-5.4,297,370,False,,4.9,2026-05-19T22:36:18.038523+00:00
471,oss,api-gpt-oss-120b,358,1349,False,,9.5,2026-05-19T22:36:18.042496+00:00
472,sonnet,claude-sonnet-4-6,348,1037,False,,10.9,2026-05-19T22:36:29.045816+00:00
472,gpt4,gpt-5.4,322,412,False,,5.06,2026-05-19T22:36:29.038951+00:00
472,oss,api-gpt-oss-120b,383,1376,False,,8.49,2026-05-19T22:36:29.042232+00:00
473,sonnet,claude-sonnet-4-6,223,113,False,,2.49,2026-05-19T22:36:32.347797+00:00
473,gpt4,gpt-5.4,196,153,False,,3.18,2026-05-19T22:36:32.338748+00:00
473,oss,api-gpt-oss-120b,257,500,False,,3.13,2026-05-19T22:36:32.343589+00:00
474,sonnet,claude-sonnet-4-6,252,477,False,,6.6,2026-05-18T21:45:09.150889+00:00
474,gpt4,gpt-5.4,232,373,False,,6.49,2026-05-18T21:45:09.143953+00:00
474,oss,api-gpt-oss-120b,293,1898,False,,10.6,2026-05-18T22:48:35.738397+00:00
475,sonnet,claude-sonnet-4-6,221,1184,False,,19.7,2026-05-19T22:36:52.147667+00:00
475,gpt4,gpt-5.4,199,256,False,,4.9,2026-05-19T22:36:52.138502+00:00
475,oss,api-gpt-oss-120b,260,1910,False,,12.9,2026-05-19T22:36:52.143368+00:00
476,sonnet,claude-sonnet-4-6,313,739,False,,9.78,2026-05-19T22:37:08.249299+00:00
476,gpt4,gpt-5.4,285,501,False,,5.88,2026-05-19T22:37:08.239838+00:00
476,oss,api-gpt-oss-120b,346,2902,False,,16.08,2026-05-19T22:37:08.245006+00:00
477,sonnet,claude-sonnet-4-6,335,113,False,,3.58,2026-05-19T22:37:11.849264+00:00
477,gpt4,gpt-5.4,301,98,False,,2.21,2026-05-19T22:37:11.839434+00:00
477,oss,api-gpt-oss-120b,362,240,False,,1.6,2026-05-19T22:37:11.844361+00:00
478,sonnet,claude-sonnet-4-6,267,52,False,,2.2,2026-05-19T22:37:14.347295+00:00
478,gpt4,gpt-5.4,237,127,False,,2.39,2026-05-19T22:37:14.338703+00:00
478,oss,api-gpt-oss-120b,298,288,False,,2.2,2026-05-19T22:37:14.342781+00:00
479,sonnet,claude-sonnet-4-6,344,561,False,,7.2,2026-05-19T22:37:21.947163+00:00
479,gpt4,gpt-5.4,306,359,False,,4.1,2026-05-19T22:37:21.648187+00:00
479,oss,api-gpt-oss-120b,367,836,False,,6.0,2026-05-19T22:37:21.841431+00:00
480,sonnet,claude-sonnet-4-6,383,128,False,,2.2,2026-05-19T22:37:25.948070+00:00
480,gpt4,gpt-5.4,349,181,False,,3.39,2026-05-19T22:37:25.839407+00:00
480,oss,api-gpt-oss-120b,410,343,False,,1.99,2026-05-19T22:37:25.939089+00:00
481,sonnet,claude-sonnet-4-6,276,469,False,,5.8,2026-05-19T22:37:31.937141+00:00
481,gpt4,gpt-5.4,253,256,False,,3.76,2026-05-19T22:37:31.839797+00:00
481,oss,api-gpt-oss-120b,314,918,False,,5.1,2026-05-19T22:37:31.844378+00:00
482,sonnet,claude-sonnet-4-6,1005,470,False,,7.2,2026-05-19T22:37:39.337408+00:00
482,gpt4,gpt-5.4,919,424,False,,5.3,2026-05-19T22:37:39.239437+00:00
482,oss,api-gpt-oss-120b,980,746,False,,4.3,2026-05-19T22:37:39.243810+00:00
483,sonnet,claude-sonnet-4-6,304,516,False,,9.0,2026-05-19T22:37:52.044259+00:00
483,gpt4,gpt-5.4,278,524,False,,6.7,2026-05-19T22:37:51.840934+00:00
483,oss,api-gpt-oss-120b,339,2236,False,,12.39,2026-05-19T22:37:51.942594+00:00
484,sonnet,claude-sonnet-4-6,343,349,False,,5.7,2026-05-19T22:37:58.635623+00:00
484,gpt4,gpt-5.4,305,442,False,,6.39,2026-05-19T22:37:58.538484+00:00
484,oss,api-gpt-oss-120b,366,998,False,,5.59,2026-05-19T22:37:58.542902+00:00
485,sonnet,claude-sonnet-4-6,237,73,False,,2.5,2026-05-19T22:38:01.546575+00:00
485,gpt4,gpt-5.4,212,127,False,,2.83,2026-05-19T22:38:01.538365+00:00
485,oss,api-gpt-oss-120b,273,364,False,,2.1,2026-05-19T22:38:01.542367+00:00
486,sonnet,claude-sonnet-4-6,317,1032,False,,12.2,2026-05-19T22:38:14.043893+00:00
486,gpt4,gpt-5.4,290,523,False,,6.8,2026-05-19T22:38:13.942792+00:00
486,oss,api-gpt-oss-120b,351,1972,False,,10.8,2026-05-19T22:38:14.037429+00:00
487,sonnet,claude-sonnet-4-6,359,830,False,,10.2,2026-05-19T22:38:25.045905+00:00
487,gpt4,gpt-5.4,321,615,False,,7.0,2026-05-19T22:38:25.036601+00:00
487,oss,api-gpt-oss-120b,382,1830,False,,10.7,2026-05-19T22:38:25.041280+00:00
488,sonnet,claude-sonnet-4-6,375,1140,False,,17.5,2026-05-19T22:38:59.845687+00:00
488,gpt4,gpt-5.4,339,334,False,,5.89,2026-05-19T22:38:59.462374+00:00
488,oss,api-gpt-oss-120b,400,6249,False,,34.31,2026-05-19T22:38:59.654240+00:00
489,sonnet,claude-sonnet-4-6,253,60,False,,1.9,2026-05-19T22:39:02.351586+00:00
489,gpt4,gpt-5.4,227,99,False,,2.02,2026-05-19T22:39:02.166885+00:00
489,oss,api-gpt-oss-120b,288,245,False,,1.53,2026-05-19T22:39:02.337882+00:00
490,sonnet,claude-sonnet-4-6,350,142,False,,3.1,2026-05-19T22:39:07.037796+00:00
490,gpt4,gpt-5.4,312,227,False,,3.9,2026-05-19T22:39:06.635975+00:00
490,oss,api-gpt-oss-120b,373,605,False,,3.65,2026-05-19T22:39:06.745097+00:00
491,sonnet,claude-sonnet-4-6,538,452,False,,7.5,2026-05-18T21:49:17.169888+00:00
491,gpt4,gpt-5.4,493,362,False,,6.05,2026-05-18T21:49:17.159178+00:00
491,oss,api-gpt-oss-120b,554,881,False,,6.86,2026-05-18T21:49:17.164528+00:00
492,sonnet,claude-sonnet-4-6,356,118,False,,3.2,2026-05-19T22:39:10.935477+00:00
492,gpt4,gpt-5.4,330,172,False,,3.2,2026-05-19T22:39:10.450270+00:00
492,oss,api-gpt-oss-120b,391,361,False,,2.22,2026-05-19T22:39:10.645475+00:00
493,sonnet,claude-sonnet-4-6,398,865,False,,12.11,2026-05-19T22:39:26.845150+00:00
493,gpt4,gpt-5.4,359,702,False,,8.3,2026-05-19T22:39:26.837996+00:00
493,oss,api-gpt-oss-120b,420,1400,False,,15.71,2026-05-19T22:39:26.841759+00:00
494,sonnet,claude-sonnet-4-6,319,87,False,,2.19,2026-05-19T22:39:29.545833+00:00
494,gpt4,gpt-5.4,275,167,False,,2.69,2026-05-19T22:39:29.539064+00:00
494,oss,api-gpt-oss-120b,336,223,False,,1.8,2026-05-19T22:39:29.542155+00:00
495,sonnet,claude-sonnet-4-6,587,537,False,,7.09,2026-05-19T22:39:37.351909+00:00
495,gpt4,gpt-5.4,511,426,False,,5.89,2026-05-19T22:39:37.243167+00:00
495,oss,api-gpt-oss-120b,572,891,False,,7.45,2026-05-19T22:39:37.266913+00:00
496,sonnet,claude-sonnet-4-6,452,1176,False,,16.9,2026-05-19T22:40:02.652295+00:00
496,gpt4,gpt-5.4,405,495,False,,7.7,2026-05-19T22:40:02.540350+00:00
496,oss,api-gpt-oss-120b,466,2905,False,,24.82,2026-05-19T22:40:02.639706+00:00
497,sonnet,claude-sonnet-4-6,373,250,False,,3.99,2026-05-19T22:40:07.745429+00:00
497,gpt4,gpt-5.4,319,282,False,,4.8,2026-05-19T22:40:07.737953+00:00
497,oss,api-gpt-oss-120b,380,725,False,,4.0,2026-05-19T22:40:07.741658+00:00
498,sonnet,claude-sonnet-4-6,259,16384,True,,260.8,2026-05-19T22:44:28.650711+00:00
498,gpt4,gpt-5.4,235,2294,False,,33.22,2026-05-19T22:44:28.640818+00:00
498,oss,api-gpt-oss-120b,296,16384,True,,94.5,2026-05-19T22:44:28.645572+00:00
499,sonnet,claude-sonnet-4-6,457,571,False,,8.49,2026-05-19T22:44:41.048079+00:00
499,gpt4,gpt-5.4,409,363,False,,5.39,2026-05-19T22:44:41.039041+00:00
499,oss,api-gpt-oss-120b,470,2049,False,,12.29,2026-05-19T22:44:41.043395+00:00
500,sonnet,claude-sonnet-4-6,2470,1522,False,,19.71,2026-05-19T20:24:02.236230+00:00
500,gpt4,gpt-5.4,2010,799,False,,9.9,2026-05-19T20:24:02.140038+00:00
500,oss,api-gpt-oss-120b,2071,2303,False,,14.5,2026-05-19T20:24:02.145749+00:00
501,sonnet,claude-sonnet-4-6,355,1169,False,,14.49,2026-05-19T20:24:17.137399+00:00
501,gpt4,gpt-5.4,322,719,False,,8.4,2026-05-19T20:24:17.039463+00:00
501,oss,api-gpt-oss-120b,383,2602,False,,14.69,2026-05-19T20:24:17.044264+00:00
502,sonnet,claude-sonnet-4-6,242,65,False,,1.89,2026-05-19T20:24:19.746636+00:00
502,gpt4,gpt-5.4,213,133,False,,2.59,2026-05-19T20:24:19.739095+00:00
502,oss,api-gpt-oss-120b,274,265,False,,1.58,2026-05-19T20:24:19.743030+00:00
503,sonnet,claude-sonnet-4-6,412,440,False,,7.08,2026-05-19T22:44:48.748617+00:00
503,gpt4,gpt-5.4,373,360,False,,5.08,2026-05-19T22:44:48.435945+00:00
503,oss,api-gpt-oss-120b,434,958,False,,5.31,2026-05-19T22:44:48.643420+00:00
504,sonnet,claude-sonnet-4-6,301,146,False,,2.9,2026-05-19T22:44:52.648469+00:00
504,gpt4,gpt-5.4,267,279,False,,3.67,2026-05-19T22:44:52.639160+00:00
504,oss,api-gpt-oss-120b,328,424,False,,2.45,2026-05-19T22:44:52.643268+00:00
505,sonnet,claude-sonnet-4-6,684,278,False,,4.4,2026-05-19T22:45:02.745790+00:00
505,gpt4,gpt-5.4,606,285,False,,4.1,2026-05-19T22:45:02.738824+00:00
505,oss,api-gpt-oss-120b,667,1192,False,,9.8,2026-05-19T22:45:02.742411+00:00
506,sonnet,claude-sonnet-4-6,694,1172,False,,16.6,2026-05-19T22:46:42.510043+00:00
506,gpt4,gpt-5.4,660,187,False,,2.9,2026-05-19T22:46:42.481849+00:00
506,oss,api-gpt-oss-120b,721,16384,True,,99.63,2026-05-19T22:46:42.494303+00:00
507,sonnet,claude-sonnet-4-6,350,1276,False,,13.57,2026-05-19T22:47:06.372559+00:00
507,gpt4,gpt-5.4,305,1737,False,,23.83,2026-05-19T22:47:06.360441+00:00
507,oss,api-gpt-oss-120b,366,2546,False,,19.51,2026-05-19T22:47:06.366579+00:00
508,sonnet,claude-sonnet-4-6,298,1237,False,,18.93,2026-05-19T22:47:45.898324+00:00
508,gpt4,gpt-5.4,275,1999,False,,27.28,2026-05-19T22:47:45.886760+00:00
508,oss,api-gpt-oss-120b,336,6812,False,,39.5,2026-05-19T22:47:45.892658+00:00
509,sonnet,claude-sonnet-4-6,352,484,False,,8.17,2026-05-19T22:47:54.124686+00:00
509,gpt4,gpt-5.4,310,510,False,,5.85,2026-05-19T22:47:54.087745+00:00
509,oss,api-gpt-oss-120b,371,831,False,,5.08,2026-05-19T22:47:54.105381+00:00
510,sonnet,claude-sonnet-4-6,421,1224,False,,19.43,2026-05-19T22:48:15.571820+00:00
510,gpt4,gpt-5.4,378,878,False,,12.62,2026-05-19T22:48:15.556199+00:00
510,oss,api-gpt-oss-120b,439,3570,False,,21.4,2026-05-19T22:48:15.563018+00:00
511,sonnet,claude-sonnet-4-6,286,437,False,,5.17,2026-05-19T22:48:20.830804+00:00
511,gpt4,gpt-5.4,262,386,False,,4.87,2026-05-19T22:48:20.821341+00:00
511,oss,api-gpt-oss-120b,323,773,False,,5.23,2026-05-19T22:48:20.825870+00:00
512,sonnet,claude-sonnet-4-6,216,57,False,,1.53,2026-05-19T22:48:23.121718+00:00
512,gpt4,gpt-5.4,191,116,False,,2.08,2026-05-19T22:48:22.941840+00:00
512,oss,api-gpt-oss-120b,252,255,False,,1.66,2026-05-19T22:48:23.024115+00:00
513,sonnet,claude-sonnet-4-6,320,256,False,,4.39,2026-05-18T21:49:47.746159+00:00
513,gpt4,gpt-5.4,277,270,False,,3.4,2026-05-18T21:49:47.738363+00:00
513,oss,api-gpt-oss-120b,338,590,False,,3.23,2026-05-18T21:49:47.741752+00:00
514,sonnet,claude-sonnet-4-6,876,637,False,,8.77,2026-05-19T22:48:32.039607+00:00
514,gpt4,gpt-5.4,793,420,False,,5.09,2026-05-19T22:48:32.027025+00:00
514,oss,api-gpt-oss-120b,854,1201,False,,7.17,2026-05-19T22:48:32.032250+00:00
515,sonnet,claude-sonnet-4-6,215,31,False,,1.29,2026-05-19T22:48:33.867174+00:00
515,gpt4,gpt-5.4,190,89,False,,1.78,2026-05-19T22:48:33.831825+00:00
515,oss,api-gpt-oss-120b,251,150,False,,0.94,2026-05-19T22:48:33.836825+00:00
516,sonnet,claude-sonnet-4-6,282,110,False,,3.4,2026-05-18T21:49:05.277943+00:00
516,gpt4,gpt-5.4,248,114,False,,2.36,2026-05-18T21:49:05.163937+00:00
516,oss,api-gpt-oss-120b,309,400,False,,2.2,2026-05-18T21:49:05.223809+00:00
517,sonnet,claude-sonnet-4-6,273,672,False,,8.18,2026-05-19T22:48:43.884437+00:00
517,gpt4,gpt-5.4,251,529,False,,6.84,2026-05-19T22:48:43.863256+00:00
517,oss,api-gpt-oss-120b,312,1449,False,,9.98,2026-05-19T22:48:43.873951+00:00
518,sonnet,claude-sonnet-4-6,611,1349,False,,18.62,2026-05-19T22:49:02.525157+00:00
518,gpt4,gpt-5.4,576,717,False,,8.49,2026-05-19T22:49:02.515756+00:00
518,oss,api-gpt-oss-120b,637,1852,False,,11.28,2026-05-19T22:49:02.520416+00:00
519,sonnet,claude-sonnet-4-6,366,1311,False,,15.15,2026-05-19T22:49:28.398103+00:00
519,gpt4,gpt-5.4,320,602,False,,7.67,2026-05-19T22:49:28.388749+00:00
519,oss,api-gpt-oss-120b,381,3707,False,,25.85,2026-05-19T22:49:28.393347+00:00
520,sonnet,claude-sonnet-4-6,253,36,False,,1.47,2026-05-19T22:49:30.187126+00:00
520,gpt4,gpt-5.4,226,71,False,,1.77,2026-05-19T22:49:30.177426+00:00
520,oss,api-gpt-oss-120b,287,147,False,,0.86,2026-05-19T22:49:30.181844+00:00
521,sonnet,claude-sonnet-4-6,286,59,False,,1.74,2026-05-19T22:49:32.359061+00:00
521,gpt4,gpt-5.4,266,82,False,,2.15,2026-05-19T22:49:32.349482+00:00
521,oss,api-gpt-oss-120b,327,233,False,,1.3,2026-05-19T22:49:32.354625+00:00
522,sonnet,claude-sonnet-4-6,226,686,False,,7.72,2026-05-19T22:49:42.349548+00:00
522,gpt4,gpt-5.4,203,469,False,,6.24,2026-05-19T22:49:42.292137+00:00
522,oss,api-gpt-oss-120b,264,1820,False,,9.91,2026-05-19T22:49:42.318775+00:00
523,sonnet,claude-sonnet-4-6,425,1292,False,,21.24,2026-05-19T22:50:10.637581+00:00
523,gpt4,gpt-5.4,390,1287,False,,18.92,2026-05-19T22:50:10.159809+00:00
523,oss,api-gpt-oss-120b,451,4090,False,,27.75,2026-05-19T22:50:10.435624+00:00
524,sonnet,claude-sonnet-4-6,1016,877,False,,9.89,2026-05-19T22:50:20.748185+00:00
524,gpt4,gpt-5.4,889,317,False,,4.09,2026-05-19T22:50:20.739118+00:00
524,oss,api-gpt-oss-120b,950,1536,False,,9.99,2026-05-19T22:50:20.743806+00:00
525,sonnet,claude-sonnet-4-6,392,1299,False,,16.4,2026-05-19T22:52:36.949523+00:00
525,gpt4,gpt-5.4,353,648,False,,13.41,2026-05-19T22:52:36.746713+00:00
525,oss,api-gpt-oss-120b,414,16384,True,,110.2,2026-05-19T22:52:36.841450+00:00
526,sonnet,claude-sonnet-4-6,233,110,False,,3.09,2026-05-19T22:52:41.447728+00:00
526,gpt4,gpt-5.4,207,141,False,,2.14,2026-05-19T22:52:41.438543+00:00
526,oss,api-gpt-oss-120b,268,436,False,,4.29,2026-05-19T22:52:41.443413+00:00
527,sonnet,claude-sonnet-4-6,350,306,False,,5.6,2026-05-19T22:52:47.436071+00:00
527,gpt4,gpt-5.4,310,130,False,,2.19,2026-05-19T22:52:47.337593+00:00
527,oss,api-gpt-oss-120b,371,888,False,,5.74,2026-05-19T22:52:47.343463+00:00
528,sonnet,claude-sonnet-4-6,320,1142,False,,19.99,2026-05-19T22:53:03.545623+00:00
528,gpt4,gpt-5.4,288,339,False,,4.99,2026-05-19T22:53:03.441918+00:00
528,oss,api-gpt-oss-120b,349,2284,False,,15.84,2026-05-19T22:53:03.462408+00:00
529,sonnet,claude-sonnet-4-6,231,93,False,,2.58,2026-05-19T22:53:07.050074+00:00
529,gpt4,gpt-5.4,210,146,False,,3.33,2026-05-19T22:53:07.038782+00:00
529,oss,api-gpt-oss-120b,271,429,False,,3.09,2026-05-19T22:53:07.045119+00:00
530,sonnet,claude-sonnet-4-6,319,107,False,,1.99,2026-05-19T22:53:09.648768+00:00
530,gpt4,gpt-5.4,276,145,False,,2.3,2026-05-19T22:53:09.540848+00:00
530,oss,api-gpt-oss-120b,337,230,False,,1.79,2026-05-19T22:53:09.558422+00:00
531,sonnet,claude-sonnet-4-6,279,181,False,,2.89,2026-05-19T22:53:13.153829+00:00
531,gpt4,gpt-5.4,255,189,False,,3.3,2026-05-19T22:53:13.041399+00:00
531,oss,api-gpt-oss-120b,316,224,False,,1.6,2026-05-19T22:53:13.135964+00:00
532,sonnet,claude-sonnet-4-6,497,155,False,,2.5,2026-05-19T22:53:18.148151+00:00
532,gpt4,gpt-5.4,439,248,False,,3.79,2026-05-19T22:53:18.138572+00:00
532,oss,api-gpt-oss-120b,500,829,False,,4.88,2026-05-19T22:53:18.143899+00:00
533,sonnet,claude-sonnet-4-6,345,499,False,,7.7,2026-05-18T21:48:42.036793+00:00
533,gpt4,gpt-5.4,305,393,False,,4.77,2026-05-18T21:48:42.027734+00:00
533,oss,api-gpt-oss-120b,366,1050,False,,6.69,2026-05-18T21:48:42.031926+00:00
534,sonnet,claude-sonnet-4-6,581,243,False,,4.09,2026-05-19T22:53:22.647409+00:00
534,gpt4,gpt-5.4,492,252,False,,4.4,2026-05-19T22:53:22.638358+00:00
534,oss,api-gpt-oss-120b,553,547,False,,3.3,2026-05-19T22:53:22.643132+00:00
535,sonnet,claude-sonnet-4-6,247,66,False,,2.2,2026-05-19T22:53:25.545516+00:00
535,gpt4,gpt-5.4,216,175,False,,2.79,2026-05-19T22:53:25.537925+00:00
535,oss,api-gpt-oss-120b,277,375,False,,2.19,2026-05-19T22:53:25.541968+00:00
536,sonnet,claude-sonnet-4-6,2065,615,False,,7.79,2026-05-19T22:53:31.235520+00:00
536,gpt4,gpt-5.4,1801,369,False,,4.9,2026-05-19T22:53:30.844684+00:00
536,oss,api-gpt-oss-120b,1862,889,False,,5.17,2026-05-19T22:53:30.962499+00:00
537,sonnet,claude-sonnet-4-6,263,79,False,,1.79,2026-05-19T22:53:34.147992+00:00
537,gpt4,gpt-5.4,224,181,False,,2.69,2026-05-19T22:53:34.138583+00:00
537,oss,api-gpt-oss-120b,285,243,False,,1.38,2026-05-19T22:53:34.142985+00:00
538,sonnet,claude-sonnet-4-6,654,742,False,,7.6,2026-05-19T22:53:39.347114+00:00
538,gpt4,gpt-5.4,590,327,False,,4.16,2026-05-19T22:53:39.338008+00:00
538,oss,api-gpt-oss-120b,651,880,False,,5.09,2026-05-19T22:53:39.342801+00:00
539,sonnet,claude-sonnet-4-6,316,755,False,,8.3,2026-05-19T22:53:43.637015+00:00
539,gpt4,gpt-5.4,278,311,False,,3.9,2026-05-19T22:53:43.538189+00:00
539,oss,api-gpt-oss-120b,339,742,False,,4.1,2026-05-19T22:53:43.543245+00:00
540,sonnet,claude-sonnet-4-6,558,955,False,,10.99,2026-05-19T22:53:54.842589+00:00
540,gpt4,gpt-5.4,488,374,False,,5.89,2026-05-19T22:53:54.645976+00:00
540,oss,api-gpt-oss-120b,549,958,False,,5.6,2026-05-19T22:53:54.742121+00:00
541,sonnet,claude-sonnet-4-6,223,38,False,,1.6,2026-05-19T22:53:56.752083+00:00
541,gpt4,gpt-5.4,198,92,False,,1.69,2026-05-19T22:53:56.543422+00:00
541,oss,api-gpt-oss-120b,259,145,False,,1.0,2026-05-19T22:53:56.664441+00:00
542,sonnet,claude-sonnet-4-6,373,1075,False,,12.12,2026-05-19T22:54:09.049651+00:00
542,gpt4,gpt-5.4,336,326,False,,4.2,2026-05-19T22:54:09.038817+00:00
542,oss,api-gpt-oss-120b,397,1824,False,,10.74,2026-05-19T22:54:09.044903+00:00
543,sonnet,claude-sonnet-4-6,308,537,False,,7.6,2026-05-19T22:54:16.842749+00:00
543,gpt4,gpt-5.4,274,145,False,,2.2,2026-05-19T22:54:16.740836+00:00
543,oss,api-gpt-oss-120b,335,596,False,,3.5,2026-05-19T22:54:16.838595+00:00
544,sonnet,claude-sonnet-4-6,263,54,False,,2.2,2026-05-19T22:54:19.847006+00:00
544,gpt4,gpt-5.4,234,183,False,,2.8,2026-05-19T22:54:19.743540+00:00
544,oss,api-gpt-oss-120b,295,322,False,,1.9,2026-05-19T22:54:19.766328+00:00
545,sonnet,claude-sonnet-4-6,226,24,False,,1.1,2026-05-19T22:54:22.336206+00:00
545,gpt4,gpt-5.4,204,104,False,,1.9,2026-05-19T22:54:21.939886+00:00
545,oss,api-gpt-oss-120b,265,184,False,,1.2,2026-05-19T22:54:22.038248+00:00
546,sonnet,claude-sonnet-4-6,296,78,False,,1.99,2026-05-19T22:54:26.154303+00:00
546,gpt4,gpt-5.4,261,97,False,,1.89,2026-05-19T22:54:24.736218+00:00
546,oss,api-gpt-oss-120b,322,189,False,,1.26,2026-05-19T22:54:25.435614+00:00
547,sonnet,claude-sonnet-4-6,380,586,False,,7.5,2026-05-19T22:54:34.140228+00:00
547,gpt4,gpt-5.4,340,399,False,,5.3,2026-05-19T22:54:34.036480+00:00
547,oss,api-gpt-oss-120b,401,1137,False,,6.7,2026-05-19T22:54:34.045545+00:00
548,sonnet,claude-sonnet-4-6,342,98,False,,2.59,2026-05-19T22:54:36.650995+00:00
548,gpt4,gpt-5.4,302,144,False,,2.39,2026-05-19T22:54:36.639178+00:00
548,oss,api-gpt-oss-120b,363,398,False,,2.49,2026-05-19T22:54:36.646309+00:00
549,sonnet,claude-sonnet-4-6,603,779,False,,9.3,2026-05-19T22:54:48.847054+00:00
549,gpt4,gpt-5.4,568,576,False,,7.83,2026-05-19T22:54:48.838627+00:00
549,oss,api-gpt-oss-120b,629,2035,False,,11.9,2026-05-19T22:54:48.842803+00:00
550,sonnet,claude-sonnet-4-6,353,1053,False,,9.82,2026-05-19T22:55:51.206419+00:00
550,gpt4,gpt-5.4,322,744,False,,8.7,2026-05-19T22:55:51.195971+00:00
550,oss,api-gpt-oss-120b,383,11134,False,,62.06,2026-05-19T22:55:51.201233+00:00
551,sonnet,claude-sonnet-4-6,249,138,False,,2.94,2026-05-19T22:55:54.632458+00:00
551,gpt4,gpt-5.4,217,232,False,,3.4,2026-05-19T22:55:54.622269+00:00
551,oss,api-gpt-oss-120b,278,564,False,,3.15,2026-05-19T22:55:54.627054+00:00
552,sonnet,claude-sonnet-4-6,403,1283,False,,14.79,2026-05-19T22:56:22.018557+00:00
552,gpt4,gpt-5.4,351,381,False,,5.25,2026-05-19T22:56:22.007037+00:00
552,oss,api-gpt-oss-120b,412,4984,False,,27.36,2026-05-19T22:56:22.012920+00:00
553,sonnet,claude-sonnet-4-6,293,110,False,,2.62,2026-05-19T22:56:24.659922+00:00
553,gpt4,gpt-5.4,259,133,False,,2.38,2026-05-19T22:56:24.648455+00:00
553,oss,api-gpt-oss-120b,320,190,False,,1.12,2026-05-19T22:56:24.654230+00:00
554,sonnet,claude-sonnet-4-6,304,1167,False,,16.27,2026-05-19T22:56:41.035879+00:00
554,gpt4,gpt-5.4,279,551,False,,7.57,2026-05-19T22:56:40.939258+00:00
